,ID,Title,Year,Rating,IMDb,Rotten Tomatoes,Genre,Netflix,Amazon Prime Video
2953,2954,A Coffee in Berlin,2012,,7.4,70,Comedy,0,1
3592,3593,Beauty Is Embarrassing,2012,,7.4,68,Documentary,0,1
4157,4158,The Real Inglorious Bastards,2012,,7.4,48,Documentary,0,1
4208,4209,A Coffee in Berlin,2012,,7.4,70,Drama,0,1
4745,4746,This Ain't California,2012,,7.4,63,Documentary,0,1
4754,4755,"Park Avenue: Money, Power & The American Dream",2012,,7.4,53,Documentary,0,1
4757,4758,The Last Reef: Cities Beneath the Sea,2012,,7.4,46,Documentary,0,1
8047,8048,Birders: The Central Park Effect,2012,,7.4,62,Documentary,0,1
8563,8564,War Of The Worlds The True Story,2012,,7.4,49,Horror,0,1
9113,9114,Idaho The Movie,2012,,7.4,38,Documentary,0,1
9433,9434,War Horse The Real Story,2012,,7.4,36,Documentary,0,1
11670,11671,Battle at Shiloh - The Devil's Own Two Days,2012,,7.4,31,Documentary,0,1
14425,14426,War Of The Worlds The True Story,2012,,7.4,49,Action,0,1
17467,17468,Battle at Shiloh - The Devil's Own Two Days,2012,,7.4,31,Action,0,1
20004,20005,Miles to Go,2012,,7.4,38,Drama,0,1
22640,22641,What About Dick?,2012,all,7.4,48,Comedy,1,0
1389,1390,Jessie's Dad,2011,,7.4,41,Documentary,0,1
6242,6243,Kingdom Come,2011,,7.4,44,Documentary,0,1
8042,8043,The Four Year Plan,2011,,7.4,50,Documentary,0,1
9771,9772,The Real King's Speech,2011,,7.4,35,Documentary,0,1
10102,10103,Precious Life,2011,,7.4,63,Documentary,0,1
14680,14681,Kingdom Come,2011,,7.4,44,Comedy,0,1
18829,18830,Kingdom Come,2011,,7.4,44,Drama,0,1
19567,19568,The Four Year Plan,2011,,7.4,50,Drama,0,1
20295,20296,Precious Life,2011,,7.4,63,Drama,0,1
23812,23813,Chillar Party,2011,all,7.4,54,Comedy,1,0
24054,24055,Chillar Party,2011,all,7.4,54,Drama,1,0
22253,22254,The Decline,2020,18+,5.9,55,Action,1,0
5,6,The Kill Team,2019,18+,5.9,61,Action,0,1
1166,1167,Night Hunter,2019,18+,5.9,67,Action,0,1
1710,1711,Wonder Park,2019,7+,5.9,61,Action,0,1
1745,1746,Never Grow Old,2019,18+,5.9,66,Action,0,1
16048,16049,Another Version of You,2018,13+,5.9,42,Action,0,1
22591,22592,Sara's Notebook,2018,18+,5.9,48,Action,1,0
9988,9989,Tiger Zinda Hai,2017,7+,5.9,65,Action,0,1
23026,23027,Deuces,2017,18+,5.9,47,Action,1,0
22466,22467,True Memoirs of an International Assassin,2016,16+,5.9,55,Action,1,0
22795,22796,Toro,2016,13+,5.9,58,Action,1,0
22806,22807,Strange Weather,2016,18+,5.9,55,Action,1,0
6081,6082,Young Ones,2014,18+,5.9,58,Action,0,1
8986,8987,The Snow Queen 2: Refreeze,2014,7+,5.9,53,Action,0,1
23780,23781,Power Rangers: Megaforce: Raising Spirits,2013,7+,5.9,37,Action,1,0
1723,1724,"Tad, the Lost Explorer",2012,7+,5.9,52,Action,0,1
6083,6084,The Aggression Scale,2012,18+,5.9,61,Action,0,1
2845,2846,The Double,2011,13+,5.9,58,Action,0,1
8651,8652,Father's Day,2011,18+,5.9,63,Action,0,1
21273,21274,Animal Crackers,2020,7+,5.8,66,Action,1,0
22925,22926,Villain,2020,18+,5.8,52,Action,1,0
23432,23433,Class of '83,2020,16+,5.8,52,Action,1,0
9311,9312,I Hate Kids,2019,13+,5.8,56,Action,0,1
11413,11414,Jaguar: Going Electric,2018,13+,nan,35,Documentary,0,1
22377,22378,Sweetheart,2019,13+,5.8,70,Action,1,0
3925,3926,Boarding School,2018,18+,5.8,54,Action,0,1
20900,20901,Extinction,2018,18+,5.8,66,Action,1,0
11473,11474,Hannah,2018,,nan,51,Horror,0,1
21275,21276,Darc,2018,18+,5.8,47,Action,1,0
21445,21446,Buffalo Boys,2018,18+,5.8,56,Action,1,0
21452,21453,Godzilla: City on the Edge of Battle,2018,16+,5.8,51,Action,1,0
15406,15407,Meatball Machine Kodoku,2017,18+,5.8,41,Action,0,1
22373,22374,War on Everyone,2016,18+,5.8,62,Action,1,0
22594,22595,Trespass Against Us,2016,18+,5.8,57,Action,1,0
23132,23133,Legends of the Hidden Temple,2016,7+,5.8,48,Action,1,0
22487,22488,Gridlocked,2015,18+,5.8,57,Action,1,0
11967,11968,Abducted New England,2018,,nan,32,Documentary,0,1
3941,3942,Falcon Rising,2014,18+,5.8,56,Action,0,1
22197,22198,El día menos pensado,2020,,7.3,43,Documentary,1,0
5581,5582,Mythica: A Quest for Heroes,2014,13+,5.8,55,Action,0,1
12262,12263,U-455: The Mystery of the Lost Submarine,2018,,nan,35,Documentary,0,1
1953,1954,Other Music,2019,,7.3,52,Documentary,0,1
17309,17310,Indomitable: The Dragonphoenix Chronicles,2013,16+,5.8,39,Action,0,1
6094,6095,Transit,2012,18+,5.8,55,Action,0,1
8646,8647,1911,2011,18+,5.8,49,Action,0,1
5267,5268,There Are No Fakes,2019,,7.3,50,Documentary,0,1
5759,5760,The Rainbow,2019,,7.3,43,Documentary,0,1
6246,6247,Mystify: Michael Hutchence,2019,,7.3,74,Documentary,0,1
7150,7151,There Are No Fakes,2019,,7.3,50,Crime,0,1
22474,22475,Haywire,2011,18+,5.8,71,Action,1,0
8465,8466,The 13th Man,2019,,7.3,39,Documentary,0,1
11531,11532,Zog,2019,,7.3,55,Action,0,1
14434,14435,Dear Comrade,2019,,7.3,54,Action,0,1
12435,12436,The Come Up,2018,,nan,na,Crime,0,1
18552,18553,Dear Comrade,2019,,7.3,54,Drama,0,1
19365,19366,Kuessipan,2019,,7.3,52,Drama,0,1
20819,20820,Dolly Parton: Here I Am,2019,,7.3,52,Documentary,1,0
20835,20836,Shelby American,2019,,7.3,53,Documentary,1,0
20842,20843,The Professor and the Madman,2019,,7.3,78,Drama,1,0
21014,21015,Capital in the Twenty-First Century,2019,,7.3,56,Documentary,1,0
21402,21403,ReMastered: Massacre at the Stadium,2019,,7.3,48,Documentary,1,0
21405,21406,To Be of Service,2019,,7.3,39,Documentary,1,0
21945,21946,37 Seconds,2019,,7.3,69,Drama,1,0
23170,23171,Jo Koy: Comin’ In Hot,2019,,7.3,48,Comedy,1,0
23511,23512,Happy Old Year,2019,,7.3,53,Drama,1,0
24070,24071,Love Is War,2019,,7.3,36,Drama,1,0
24607,24608,"Kalel, 15",2019,,7.3,55,Drama,1,0
6685,6686,Dead Man's Line,2018,,7.3,46,Documentary,0,1
14981,14982,Gold,2018,,7.3,64,Drama,0,1
15775,15776,Steve Lemme & Kevin Heffernan: The Potential Farewell Tour,2018,,7.3,32,Comedy,0,1
17943,17944,GujjuBhai: Most Wanted,2018,,7.3,39,Comedy,0,1
12628,12629,Written by Mrs Bach: Broken Silence,2018,,nan,14,Documentary,0,1
20134,20135,Village Rockstars,2018,,7.3,47,Drama,0,1
12669,12670,Kanye West: Outspoken,2018,,nan,na,Documentary,0,1
20806,20807,The Accountant of Auschwitz,2018,,7.3,72,Documentary,1,0
21386,21387,BNK48: Girls Don't Cry,2018,,7.3,45,Documentary,1,0
23632,23633,Retablo,2018,,7.3,58,Drama,1,0
23927,23928,Aruna & Her Palate,2018,,7.3,45,Drama,1,0
24200,24201,The Hows of Us,2018,,7.3,62,Drama,1,0
520,521,Posesif,2017,,7.3,44,Romance,0,1
8021,8022,Maayavan,2017,,7.3,44,Crime,0,1
8789,8790,The Fabulous Allan Carr,2017,,7.3,47,Documentary,0,1
10767,10768,Doing Jewish: A Story From Ghana,2017,,7.3,30,Documentary,0,1
12480,12481,Good Grief,2017,,7.3,38,Documentary,0,1
13230,13231,Logan's Syndrome,2017,,7.3,31,Documentary,0,1
13956,13957,Tales of the American,2017,,7.3,34,Documentary,0,1
13008,13009,House of Stronzo,2018,7+,nan,31,Documentary,0,1
14621,14622,Maayavan,2017,,7.3,44,Action,0,1
13019,13020,Elvis Presley: The Final Hours,2018,,nan,36,Documentary,0,1
18364,18365,Good Grief,2017,,7.3,38,Comedy,0,1
19562,19563,Posesif,2017,,7.3,44,Drama,0,1
21209,21210,Sad Hill Unearthed,2017,,7.3,55,Documentary,1,0
21373,21374,Ryan Hamilton: Happy Face,2017,,7.3,47,Documentary,1,0
21553,21554,Sky Ladder: The Art of Cai Guo-Qiang,2017,,7.3,67,Documentary,1,0
22406,22407,Bill Burr: Walk Your Way Out,2017,,7.3,57,Comedy,1,0
22927,22928,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",2017,,7.3,55,Comedy,1,0
23604,23605,Ryan Hamilton: Happy Face,2017,,7.3,47,Comedy,1,0
24152,24153,Posesif,2017,,7.3,44,Drama,1,0
261,262,Blue Jay,2016,,7.3,76,Drama,0,1
1928,1929,Land Grab,2016,,7.3,34,Documentary,0,1
1939,1940,APEX: The Story of the Hypercar,2016,,7.3,54,Documentary,0,1
4225,4226,The Net,2016,,7.3,66,Drama,0,1
9152,9153,Sami Blood,2016,,7.3,73,Drama,0,1
9752,9753,The Dunning Man,2016,,7.3,39,Crime,0,1
10504,10505,Vanishing Time: A Boy Who Returned,2016,,7.3,60,Drama,0,1
12645,12646,The Good Postman,2016,,7.3,60,Documentary,0,1
12660,12661,In Their Own Words: The Tuskegee Airmen,2016,,7.3,32,Documentary,0,1
16363,16364,The Dunning Man,2016,,7.3,39,Comedy,0,1
16412,16413,Sarbjit,2016,,7.3,63,Drama,0,1
18799,18800,YZ,2016,,7.3,36,Comedy,0,1
20060,20061,The Dunning Man,2016,,7.3,39,Drama,0,1
13593,13594,Alive,2018,,nan,42,Documentary,0,1
21927,21928,Blue Jay,2016,,7.3,76,Drama,1,0
22054,22055,Trophy,2016,,7.3,62,Documentary,1,0
23104,23105,I Called Him Morgan,2016,,7.3,69,Drama,1,0
13799,13800,Care to Laugh,2018,,nan,10,Documentary,0,1
23299,23300,Mad World,2016,,7.3,49,Drama,1,0
24023,24024,Sofía Niño de Rivera: Exposed,2016,,7.3,43,Comedy,1,0
24078,24079,Saawan,2016,,7.3,41,Drama,1,0
24468,24469,1000 Rupee Note,2016,,7.3,64,Drama,1,0
24608,24609,Trophy,2016,,7.3,62,Drama,1,0
13951,13952,Call Us Ishmael,2018,,nan,na,Documentary,0,1
13963,13964,Mars Calling: Manifest Destiny or Grand Illusion?,2018,,nan,37,Documentary,0,1
215,216,Beaver Trilogy Part IV,2015,,7.3,44,Documentary,0,1
4756,4757,The Lion In Your Living Room,2015,,7.3,45,Documentary,0,1
5268,5269,For Grace,2015,,7.3,51,Documentary,0,1
11393,11394,Is Anybody Out There?,2015,,7.3,34,Documentary,0,1
12050,12051,Furry Fury,2015,,7.3,43,Horror,0,1
12448,12449,Dirty Gold War,2015,,7.3,32,Documentary,0,1
12658,12659,Aspie Seeks Love,2015,,7.3,30,Documentary,0,1
13952,13953,Left On Purpose,2015,,7.3,61,Documentary,0,1
18363,18364,FALLING TO PIECES,2015,,7.3,32,Comedy,0,1
18632,18633,Aspie Seeks Love,2015,,7.3,30,Comedy,0,1
18944,18945,Furry Fury,2015,,7.3,43,Comedy,0,1
21203,21204,Olmo and the Seagull,2015,,7.3,49,Documentary,1,0
21385,21386,Barça Dreams,2015,,7.3,49,Documentary,1,0
14536,14537,We Could Be Heroes,2018,13+,nan,10,Documentary,0,1
23830,23831,Olmo and the Seagull,2015,,7.3,49,Drama,1,0
24031,24032,The Massively Mixed-Up Middle School Mystery,2015,,7.3,41,Comedy,1,0
1936,1937,Just Eat It: A Food Waste Story,2014,,7.3,69,Documentary,0,1
5216,5217,Common,2014,,7.3,53,Crime,0,1
5257,5258,Code Black,2014,,7.3,66,Documentary,0,1
8769,8770,Summer '82: When Zappa Came to Sicily,2014,,7.3,38,Documentary,0,1
10666,10667,Flytrap,2014,,7.3,55,Comedy,0,1
11944,11945,Connected by Coffee,2014,,7.3,28,Documentary,0,1
12946,12947,Slugterra: Ghoul from Beyond,2014,,7.3,44,Action,0,1
13161,13162,We Are Kings,2014,,7.3,43,Comedy,0,1
13842,13843,Flytrap,2014,,7.3,55,Drama,0,1
13859,13860,Code Black,2014,,7.3,66,Action,0,1
13988,13989,The Other Man: F.W. de Klerk and the End of Apartheid,2014,,7.3,37,Documentary,0,1
14110,14111,We Were Wolves,2014,,7.3,38,Comedy,0,1
15318,15319,Common,2014,,7.3,53,Drama,0,1
15617,15618,Cody High: A Life Remodeled Project,2014,,7.3,31,Documentary,0,1
17631,17632,Connected by Coffee,2014,,7.3,28,Action,0,1
17687,17688,Code Black,2014,,7.3,66,Drama,0,1
17992,17993,We Were Wolves,2014,,7.3,38,Drama,0,1
22263,22264,The Vanished,2020,18+,5.7,52,Action,1,0
1,2,Gemini Man,2019,13+,5.7,74,Action,0,1
1711,1712,Jay and Silent Bob Reboot,2019,18+,5.7,73,Action,0,1
16306,16307,Kadaram Kondan,2019,13+,5.7,45,Action,0,1
20659,20660,Jarhead: Law of Return,2019,18+,5.7,45,Action,1,0
20915,20916,Close,2019,18+,5.7,60,Action,1,0
21089,21090,Point Blank,2019,18+,5.7,53,Action,1,0
15098,15099,The Way,2018,,nan,10,Documentary,0,1
21793,21794,Pokémon: Mewtwo Strikes Back - Evolution,2019,7+,5.7,59,Action,1,0
4728,4729,The Stone Roses: Made of Stone,2013,,7.3,64,Documentary,0,1
602,603,Final Score,2018,18+,5.7,62,Action,0,1
10327,10328,Belong To Us,2018,13+,5.7,36,Action,0,1
5747,5748,Trespassing Bergman,2013,,7.3,55,Documentary,0,1
21092,21093,Revenger,2018,18+,5.7,55,Action,1,0
5973,5974,Premachi Goshta,2013,,7.3,42,Romance,0,1
7844,7845,Homebound,2013,all,7.3,37,Romance,0,1
8964,8965,Last Rampage,2017,18+,5.7,58,Action,0,1
8429,8430,Men with Beards,2013,,7.3,35,Documentary,0,1
8469,8470,Silent Conquest,2013,,7.3,31,Documentary,0,1
11379,11380,King Me,2013,,7.3,29,Documentary,0,1
12971,12972,Four Sisters And A Wedding,2013,,7.3,57,Comedy,0,1
15206,15207,Vampire Cleanup Department,2017,18+,5.7,50,Action,0,1
13037,13038,Roth on Roth,2013,,7.3,45,Documentary,0,1
21442,21443,Acts of Vengeance,2017,18+,5.7,58,Action,1,0
15683,15684,Street Level,2016,18+,5.7,37,Action,0,1
15756,15757,Men with Beards,2013,,7.3,35,Comedy,0,1
16443,16444,Four Sisters And A Wedding,2013,,7.3,57,Drama,0,1
16578,16579,Siddharth,2013,all,7.3,59,Drama,0,1
17523,17524,King Me,2013,,7.3,29,Comedy,0,1
22375,22376,The Do-Over,2016,18+,5.7,60,Action,1,0
21382,21383,Mortified Nation,2013,,7.3,44,Documentary,1,0
22039,22040,Aziz Ansari: Buried Alive,2013,,7.3,57,Comedy,1,0
22460,22461,LEGO Jurassic World: The Indominus Escape,2016,7+,5.7,45,Action,1,0
22899,22900,Wild Oats,2016,13+,5.7,47,Action,1,0
23463,23464,Four Sisters And A Wedding,2013,,7.3,57,Comedy,1,0
23648,23649,Four Sisters And A Wedding,2013,,7.3,57,Drama,1,0
24097,24098,Bhaji in Problem,2013,,7.3,43,Comedy,1,0
213,214,Ping Pong,2012,,7.3,61,Documentary,0,1
7484,7485,Nintendo Quest,2015,7+,5.7,39,Action,0,1
15618,15619,Donkeys and Elephants,2018,7+,nan,12,Documentary,0,1
9636,9637,Field of Lost Shoes,2015,13+,5.7,51,Action,0,1
23125,23126,Ali Baba and the 7 Dwarfs,2015,13+,5.7,48,Action,1,0
6725,6726,Tropicália,2012,,7.3,61,Documentary,0,1
7174,7175,Your American Teen,2012,,7.3,27,Documentary,0,1
11110,11111,Vitality,2012,,7.3,39,Documentary,0,1
11660,11661,Char·ac·ter,2012,,7.3,39,Documentary,0,1
12471,12472,Mayan Renaissance,2012,all,7.3,31,Documentary,0,1
12833,12834,Sky High,2012,,7.3,32,Documentary,0,1
12847,12848,The Beach Boys: Doin' It Again,2012,,7.3,34,Documentary,0,1
2303,2304,In the Blood,2014,18+,5.7,56,Action,0,1
19023,19024,Sky High,2012,,7.3,32,Action,0,1
19243,19244,Your American Teen,2012,,7.3,27,Drama,0,1
19760,19761,Baghdad Messi,2012,,7.3,42,Drama,0,1
23934,23935,Material,2012,,7.3,44,Comedy,1,0
24145,24146,Material,2012,,7.3,44,Drama,1,0
14467,14468,Black & White: The Dawn of Justice,2014,13+,5.7,40,Action,0,1
15942,15943,Kurdish Factor: The Untold Story Of The Gulf Wars,2018,,nan,10,Documentary,0,1
21994,21995,The Nut Job,2014,7+,5.7,58,Action,1,0
15948,15949,Looking for David,2018,,nan,10,Documentary,0,1
15950,15951,Dreams + Memories: Where the Red Fern Grows,2018,,nan,14,Documentary,0,1
2853,2854,Hatchet III,2013,18+,5.7,58,Action,0,1
5657,5658,The Other F Word,2011,,7.3,66,Comedy,0,1
7648,7649,Electric Daisy Carnival Experience,2011,,7.3,39,Documentary,0,1
8080,8081,Ben Bailey: Road Rage,2011,,7.3,36,Documentary,0,1
8124,8125,The Other F Word,2011,,7.3,66,Drama,0,1
9135,9136,Wiebo's War,2011,,7.3,34,Documentary,0,1
11709,11710,Hara-Kiri: Death of a Samurai,2011,,7.3,70,Drama,0,1
15726,15727,Jesus: He Lived Among Us,2011,,7.3,31,Action,0,1
15740,15741,Ben Bailey: Road Rage,2011,,7.3,36,Comedy,0,1
19148,19149,Richard Parks: Conquering the World,2011,,7.3,32,Action,0,1
19775,19776,Jesus: He Lived Among Us,2011,,7.3,31,Drama,0,1
3938,3939,Only God Forgives,2013,18+,5.7,63,Action,0,1
10325,10326,The Saratov Approach,2013,13+,5.7,61,Action,0,1
17890,17891,Kingdom of Conquerors,2013,13+,5.7,37,Action,0,1
7048,7049,Saints and Soldiers: Airborne Creed,2012,13+,5.7,48,Action,0,1
8313,8314,The Philly Kid,2012,18+,5.7,43,Action,0,1
22919,22920,Rowdy Rathore,2012,13+,5.7,59,Action,1,0
1163,1164,The Three Musketeers,2011,13+,5.7,65,Action,0,1
2270,2271,Priest,2011,13+,5.7,63,Action,0,1
20658,20659,Inside Man: Most Wanted,2019,18+,5.6,51,Action,1,0
20663,20664,Triple Threat,2019,18+,5.6,64,Action,1,0
11519,11520,Malevolence 3: Killer,2018,18+,5.6,45,Action,0,1
5593,5594,Permanent,2017,13+,5.6,58,Action,0,1
9321,9322,All About the Money,2017,16+,5.6,53,Action,0,1
14455,14456,Begum Jaan,2017,18+,5.6,50,Action,0,1
21805,21806,A Bad Moms Christmas,2017,18+,5.6,66,Action,1,0
22247,22248,Sahara,2017,7+,5.6,47,Action,1,0
22485,22486,Gnome Alone,2017,7+,5.6,49,Action,1,0
1185,1186,Lady Bloodfight,2016,18+,5.6,53,Action,0,1
10983,10984,Caged No More,2016,13+,5.6,47,Action,0,1
18178,18179,The Long Way Home,2018,,nan,13,Action,0,1
18198,18199,Paul Rodriguez: The Here & Wow,2018,,d;},na,Comedy,0,1
16893,16894,M Cream,2016,13+,5.6,32,Action,0,1
22122,22123,Term Life,2016,18+,5.6,51,Action,1,0
23233,23234,Locksmith’s Debt,2016,13+,5.6,46,Action,1,0
9627,9628,The Challenger,2015,13+,5.6,44,Action,0,1
18598,18599,The Salted Egg,2018,,nan,14,Action,0,1
3392,3393,Bad Ass 2: Bad Asses,2014,18+,5.6,47,Action,0,1
13511,13512,Govindudu Andarivaadele,2014,7+,5.6,42,Action,0,1
22679,22680,Search Party,2014,18+,5.6,52,Action,1,0
2297,2298,The Numbers Station,2013,18+,5.6,56,Action,0,1
5602,5603,Knights of Badassdom,2013,18+,5.6,60,Action,0,1
9652,9653,Free Ride,2013,18+,5.6,45,Action,0,1
16769,16770,John Day,2013,18+,5.6,39,Action,0,1
22243,22244,Machete Kills,2013,18+,5.6,61,Action,1,0
12345,12346,Hardflip,2012,13+,5.6,38,Action,0,1
19051,19052,Afterlife,2018,,nan,37,Comedy,0,1
22367,22368,Mirror Mirror,2012,7+,5.6,65,Action,1,0
19286,19287,The Come Up,2018,,nan,na,Comedy,0,1
15727,15728,Yamla Pagla Deewana,2011,7+,5.6,40,Action,0,1
23319,23320,Bbuddah Hoga Terra Baap,2011,13+,5.6,47,Action,1,0
19344,19345,American Comic,2018,,nan,10,Comedy,0,1
22127,22128,Tremors: Shrieker Island,2020,13+,5.5,57,Action,1,0
7044,7045,Vault,2019,18+,5.5,51,Action,0,1
21284,21285,The Knight Before Christmas,2019,7+,5.5,67,Action,1,0
22691,22692,The Legacy of a Whitetail Deer Hunter,2018,16+,5.5,51,Action,1,0
582,583,American Renegades,2017,13+,5.5,53,Action,0,1
8289,8290,Boone: The Bounty Hunter,2017,16+,5.5,49,Action,0,1
1739,1740,Marauders,2016,18+,5.5,59,Action,0,1
7056,7057,Mythica: The Iron Crown,2016,13+,5.5,49,Action,0,1
12738,12739,The Standoff,2016,7+,5.5,46,Action,0,1
21980,21981,Marauders,2016,18+,5.5,59,Action,1,0
23769,23770,Saadey CM Saab,2016,7+,5.5,37,Action,1,0
17808,17809,Greg Warren: Where the Field Corn Grows,2020,,7.2,40,Comedy,0,1
23771,23772,Pac’s Scary Halloween,2016,7+,5.5,35,Action,1,0
21293,21294,Seventh Son,2015,13+,5.5,59,Action,1,0
2862,2863,Good People,2014,18+,5.5,52,Action,0,1
1713,1714,The Adventurer: The Curse of the Midas Box,2013,7+,5.5,53,Action,0,1
5049,5050,The Last Days on Mars,2013,13+,5.5,55,Action,0,1
3058,3059,Missing 411: The Hunted,2019,,7.2,52,Documentary,0,1
10323,10324,The Demon's Rook,2013,18+,5.5,39,Action,0,1
3604,3605,Westside vs the World,2019,,7.2,46,Documentary,0,1
5768,5769,Self Discovery for Social Survival,2019,,7.2,34,Documentary,0,1
7422,7423,Brindisi,2019,,7.2,31,Romance,0,1
7476,7477,In Search of the Last Action Heroes,2019,,7.2,50,Action,0,1
11130,11131,Tupamaro: Urban Guerrillas,2019,,7.2,34,Documentary,0,1
11820,11821,Maharshi,2019,,7.2,52,Action,0,1
12576,12577,Driving Licence,2019,,7.2,51,Action,0,1
14382,14383,Maharshi,2019,,7.2,52,Drama,0,1
14408,14409,The Cure,2019,,7.2,40,Drama,0,1
14483,14484,Manifest Destiny Down: Spacetime,2019,,7.2,46,Comedy,0,1
14562,14563,About Cannabis and Cancer,2019,,7.2,37,Documentary,0,1
14928,14929,Sidik and the Panther,2019,,7.2,32,Documentary,0,1
15664,15665,Driving Licence,2019,,7.2,51,Drama,0,1
17735,17736,George Reddy,2019,,7.2,44,Action,0,1
18526,18527,"Barry Brewer: Chicago, I'm Home",2019,,7.2,39,Comedy,0,1
19114,19115,Ice Cream in the Cupboard,2019,,7.2,42,Drama,0,1
19181,19182,Brindisi,2019,,7.2,31,Comedy,0,1
20145,20146,Hirkani,2019,,7.2,40,Drama,0,1
14460,14461,Naayak,2013,7+,5.5,39,Action,0,1
3930,3931,Ek Tha Tiger,2012,13+,5.5,63,Action,0,1
4510,4511,Bad Ass,2012,18+,5.5,55,Action,0,1
22100,22101,The Endless Trench,2019,,7.2,75,Action,1,0
22425,22426,Wanda Sykes: Not Normal,2019,,7.2,58,Comedy,1,0
22530,22531,"Ray Romano: Right Here, Around the Corner",2019,,7.2,46,Comedy,1,0
10324,10325,Willed to Kill,2012,16+,5.5,39,Action,0,1
23216,23217,Petta,2019,,7.2,68,Action,1,0
23326,23327,Uriyadi 2,2019,all,7.2,43,Action,1,0
23634,23635,Petta,2019,,7.2,68,Drama,1,0
24540,24541,Evvarikee Cheppoddu,2019,,7.2,36,Drama,1,0
24588,24589,Sethum Aayiram Pon,2019,all,7.2,41,Drama,1,0
10965,10966,FDR: American Badass!,2012,18+,5.5,44,Action,0,1
3607,3608,Nothing Is Truer than Truth,2018,,7.2,37,Documentary,0,1
4742,4743,Every Act of Life,2018,,7.2,62,Documentary,0,1
7144,7145,The Reports on Sarah and Saleem,2018,,7.2,65,Crime,0,1
8454,8455,Shut Him Down: The Rise of Jordan Peterson,2018,,7.2,42,Documentary,0,1
8786,8787,Blowout: Inside America's Energy Gamble,2018,,7.2,36,Documentary,0,1
8812,8813,In Safe Hands,2018,all,7.2,54,Drama,0,1
9097,9098,Rudeboy: The Story of Trojan Records,2018,,7.2,46,Documentary,0,1
9768,9769,Losing Detroit,2018,,7.2,31,Documentary,0,1
10121,10122,The Return,2018,,7.2,38,Documentary,0,1
10790,10791,Funke,2018,,7.2,40,Documentary,0,1
13724,13725,Loveling,2018,,7.2,67,Comedy,0,1
14015,14016,Ice: The Movie,2018,,7.2,35,Drama,0,1
15529,15530,Pataakha,2018,,7.2,62,Action,0,1
15595,15596,Pataakha,2018,,7.2,62,Comedy,0,1
17418,17419,Loveling,2018,,7.2,67,Drama,0,1
17709,17710,The Reports on Sarah and Saleem,2018,,7.2,65,Drama,0,1
18349,18350,Aatagadharaa Siva,2018,,7.2,38,Comedy,0,1
19613,19614,Pataakha,2018,,7.2,62,Drama,0,1
20342,20343,The Return,2018,,7.2,38,Drama,0,1
20829,20830,Late Life: The Chien-Ming Wang Story,2018,,7.2,48,Documentary,1,0
21025,21026,ReMastered: Tricky Dick & The Man in Black,2018,,7.2,45,Documentary,1,0
21029,21030,Stars in the Sky: A Hunting Story,2018,,7.2,44,Documentary,1,0
21192,21193,The Last Resort,2018,,7.2,62,Documentary,1,0
21839,21840,Private Life,2018,,7.2,77,Comedy,1,0
22208,22209,Private Life,2018,,7.2,77,Drama,1,0
22740,22741,Demetri Martin: The Overthinker,2018,,7.2,55,Comedy,1,0
23666,23667,Goli Soda 2,2018,,7.2,38,Action,1,0
23897,23898,Dilan 1990,2018,,7.2,53,Drama,1,0
24045,24046,Eeda,2018,,7.2,41,Drama,1,0
24354,24355,Halkaa,2018,,7.2,39,Drama,1,0
24565,24566,Goli Soda 2,2018,,7.2,38,Drama,1,0
800,801,I Am Another You,2017,,7.2,62,Documentary,0,1
8794,8795,The Race Underground,2017,,7.2,41,Documentary,0,1
11688,11689,Circus Kid,2017,,7.2,34,Documentary,0,1
14556,14557,Half Way,2017,,7.2,30,Documentary,0,1
14742,14743,Zig: You Were Born to Win,2017,,7.2,28,Documentary,0,1
15165,15166,"No Date, No Signature",2017,,7.2,52,Drama,0,1
16431,16432,A Night Without Armor,2017,,7.2,47,Drama,0,1
18348,18349,From Hollywood to Rose,2017,,7.2,32,Comedy,0,1
20294,20295,Moving Parts,2017,,7.2,35,Drama,0,1
22400,22401,Trevor Noah: Afraid of the Dark,2017,,7.2,55,Comedy,1,0
22507,22508,Toilet: A Love Story,2017,,7.2,61,Comedy,1,0
22711,22712,Patton Oswalt: Annihilation,2017,,7.2,69,Comedy,1,0
22842,22843,Marc Maron: Too Real,2017,,7.2,63,Comedy,1,0
22855,22856,Toilet: A Love Story,2017,,7.2,61,Drama,1,0
23234,23235,HiGH&LOW The Movie 2: End of Sky,2017,,7.2,39,Action,1,0
23659,23660,Buddy Thunderstruck: The Maybe Pile,2017,,7.2,33,Action,1,0
24254,24255,Buddy Thunderstruck: The Maybe Pile,2017,,7.2,33,Comedy,1,0
